Dispositivo;Ruta;Fecha;0-FUNDEPORTE SALIDA_Hora planificada;0-FUNDEPORTE SALIDA_Hora real;0-FUNDEPORTE SALIDA_Minutos adelanto;0-FUNDEPORTE SALIDA_Minutos atraso;1-TORNO_Hora planificada;1-TORNO_Hora real;1-TORNO_Minutos adelanto;1-TORNO_Minutos atraso;2-PUENTE DE GUAJALO_Hora planificada;2-PUENTE DE GUAJALO_Hora real;2-PUENTE DE GUAJALO_Minutos adelanto;2-PUENTE DE GUAJALO_Minutos atraso;3-SAN MARTIN_Hora planificada;3-SAN MARTIN_Hora real;3-SAN MARTIN_Minutos adelanto;3-SAN MARTIN_Minutos atraso;4-AUTOPISTA RUMI헤HUI_Hora planificada;4-AUTOPISTA RUMI헤HUI_Hora real;4-AUTOPISTA RUMI헤HUI_Minutos adelanto;4-AUTOPISTA RUMI헤HUI_Minutos atraso;5-LA MARIN_Hora planificada;5-LA MARIN_Hora real;5-LA MARIN_Minutos adelanto;5-LA MARIN_Minutos atraso;6-TREBOL RETORNO_Hora planificada;6-TREBOL RETORNO_Hora real;6-TREBOL RETORNO_Minutos adelanto;6-TREBOL RETORNO_Minutos atraso;7-AUTOPISTA RETORNO_Hora planificada;7-AUTOPISTA RETORNO_Hora real;7-AUTOPISTA RETORNO_Minutos adelanto;7-AUTOPISTA RETORNO_Minutos atraso;8-ARGELIA RETORNO_Hora planificada;8-ARGELIA RETORNO_Hora real;8-ARGELIA RETORNO_Minutos adelanto;8-ARGELIA RETORNO_Minutos atraso;9-PGUAJALO RETORNO_Hora planificada;9-PGUAJALO RETORNO_Hora real;9-PGUAJALO RETORNO_Minutos adelanto;9-PGUAJALO RETORNO_Minutos atraso;10-CHFIN RETORNO_Hora planificada;10-CHFIN RETORNO_Hora real;10-CHFIN RETORNO_Minutos adelanto;10-CHFIN RETORNO_Minutos atraso;Total atrasos;Total adelantos;Multa calculada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 37;FUNDEPORTE - EDESA;16/5/2019;10:25;10:26;0;1;10:32;10:31;1;0;10:39;10:36;3;0;10:45;10:44;1;0;11:03;11:02;1;0;11:12;11:11;1;0;11:21;11:07;14;0;11:30;11:01;29;0;11:42;11:41;1;0;11:52;10:38;74;0;11:57;11:55;2;0;1;127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 30;FUNDEPORTE - EDESA;16/5/2019;10:30;10:30;0;0;10:37;10:37;0;0;10:44;10:43;1;0;10:50;10:50;0;0;11:08;11:06;2;0;11:17;11:15;2;0;11:26;11:10;16;0;11:35;11:03;32;0;11:47;11:47;0;0;11:57;10:44;73;0;12:02;12:02;0;0;0;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 18;FUNDEPORTE - EDESA;16/5/2019;10:35;10:36;0;1;10:42;10:42;0;0;10:49;10:48;1;0;10:55;10:55;0;0;11:13;11:12;1;0;11:22;11:21;1;0;11:31;11:16;15;0;11:40;11:10;30;0;11:52;11:51;1;0;12:02;12:01;1;0;12:07;12:07;0;0;1;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 31;FUNDEPORTE - EDESA;16/5/2019;10:40;10:40;0;0;10:47;10:46;1;0;10:54;10:54;0;0;11:00;11:00;0;0;11:18;11:19;0;1;11:27;11:27;0;0;11:36;11:23;13;0;11:45;11:17;28;0;11:57;11:56;1;0;12:07;12:06;1;0;12:12;12:13;0;1;2;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 12;FUNDEPORTE - EDESA;16/5/2019;10:50;10:51;0;1;10:57;10:57;0;0;11:04;11:03;1;0;11:10;11:10;0;0;11:28;11:25;3;0;11:37;11:32;5;0;11:46;11:28;18;0;11:55;11:23;32;0;12:07;12:05;2;0;12:17;12:17;0;0;12:22;12:22;0;0;1;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 27;FUNDEPORTE - EDESA;16/5/2019;10:55;10:55;0;0;11:02;11:02;0;0;11:09;11:09;0;0;11:15;11:13;2;0;11:33;11:31;2;0;11:42;11:38;4;0;11:51;11:34;17;0;12:00;11:29;31;0;12:12;12:11;1;0;12:22;11:10;72;0;12:27;12:25;2;0;0;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 26;FUNDEPORTE - EDESA;16/5/2019;11:00;11:02;0;2;11:07;11:07;0;0;11:14;11:14;0;0;11:20;11:19;1;0;;;;;11:47;11:44;3;0;11:56;11:40;16;0;12:05;11:34;31;0;12:17;12:16;1;0;12:27;11:14;73;0;12:32;12:32;0;0;2;125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 17;FUNDEPORTE - EDESA;16/5/2019;11:05;11:07;0;2;11:12;11:12;0;0;11:19;11:18;1;0;11:25;11:25;0;0;11:43;11:43;0;0;11:52;11:52;0;0;12:01;11:47;14;0;12:10;11:41;29;0;12:22;12:19;3;0;12:32;11:19;73;0;12:37;12:33;4;0;2;124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 20;FUNDEPORTE - EDESA;16/5/2019;11:10;11:10;0;0;11:17;11:17;0;0;11:24;11:24;0;0;11:30;11:30;0;0;11:48;11:47;1;0;11:57;11:56;1;0;12:06;11:52;14;0;12:15;11:45;30;0;12:27;12:26;1;0;12:37;11:25;72;0;12:42;12:40;2;0;0;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 28;FUNDEPORTE - EDESA;16/5/2019;11:14;11:14;0;0;11:21;11:21;0;0;11:28;11:27;1;0;11:34;11:32;2;0;11:52;11:51;1;0;12:01;11:59;2;0;12:10;11:55;15;0;12:19;11:48;31;0;12:31;12:32;0;1;12:41;11:27;74;0;12:46;12:45;1;0;1;127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 22;FUNDEPORTE - EDESA;16/5/2019;11:18;11:18;0;0;11:25;11:25;0;0;11:32;11:32;0;0;11:38;11:38;0;0;11:56;11:54;2;0;12:05;12:01;4;0;12:14;11:58;16;0;12:23;11:52;31;0;12:35;12:34;1;0;12:45;12:46;0;1;12:50;12:51;0;1;2;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 25;FUNDEPORTE - EDESA;16/5/2019;11:22;11:22;0;0;11:29;11:29;0;0;11:36;11:36;0;0;11:42;11:42;0;0;12:00;11:57;3;0;12:09;12:07;2;0;12:18;12:01;17;0;12:27;11:55;32;0;12:39;12:39;0;0;12:49;12:49;0;0;12:54;12:53;1;0;0;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 19;FUNDEPORTE - EDESA;16/5/2019;11:27;11:29;0;2;11:34;11:33;1;0;11:41;11:39;2;0;11:47;11:45;2;0;12:05;12:03;2;0;12:14;12:14;0;0;12:23;12:08;15;0;12:32;12:01;31;0;12:44;12:42;2;0;12:54;11:40;74;0;12:59;12:57;2;0;2;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 16;FUNDEPORTE - EDESA;16/5/2019;11:30;11:30;0;0;11:37;11:37;0;0;11:44;11:44;0;0;11:50;11:49;1;0;12:08;12:08;0;0;12:17;12:18;0;1;12:26;12:12;14;0;12:35;12:06;29;0;12:47;12:46;1;0;12:57;11:45;72;0;13:02;13:01;1;0;1;118;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 35;FUNDEPORTE - EDESA;16/5/2019;11:34;11:38;0;4;11:41;11:41;0;0;11:48;11:48;0;0;11:54;11:53;1;0;12:12;12:09;3;0;12:21;12:17;4;0;12:30;12:12;18;0;12:39;12:07;32;0;12:51;12:50;1;0;13:01;11:49;72;0;13:06;13:05;1;0;4;132;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 34;FUNDEPORTE - EDESA;16/5/2019;11:38;11:39;0;1;11:45;11:44;1;0;11:52;11:51;1;0;11:58;11:57;1;0;12:16;12:14;2;0;12:25;12:22;3;0;12:34;12:18;16;0;12:43;12:11;32;0;12:55;12:53;2;0;13:05;13:03;2;0;13:10;13:09;1;0;1;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 38;FUNDEPORTE - EDESA;16/5/2019;11:42;11:46;0;4;11:49;11:49;0;0;11:56;11:55;1;0;12:02;12:01;1;0;12:20;12:20;0;0;12:29;12:28;1;0;12:38;12:23;15;0;12:47;12:18;29;0;12:59;12:58;1;0;13:09;13:08;1;0;13:14;13:13;1;0;4;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 14;FUNDEPORTE - EDESA;16/5/2019;11:46;11:49;0;3;11:53;11:52;1;0;12:00;11:59;1;0;12:06;12:05;1;0;12:24;12:23;1;0;12:33;12:33;0;0;12:42;12:27;15;0;12:51;12:21;30;0;13:03;13:04;0;1;13:13;11:59;74;0;13:18;13:17;1;0;4;124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 36;FUNDEPORTE - EDESA;16/5/2019;11:50;11:50;0;0;11:57;11:56;1;0;12:04;12:03;1;0;12:10;12:08;2;0;12:28;12:26;2;0;12:37;12:34;3;0;12:46;12:30;16;0;12:55;12:24;31;0;13:07;13:03;4;0;13:17;13:15;2;0;13:22;13:21;1;0;0;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 13;FUNDEPORTE - EDESA;16/5/2019;11:54;11:55;0;1;12:01;11:56;5;0;12:08;14:28;0;140;12:14;14:34;0;140;12:32;14:52;0;140;12:41;14:59;0;138;12:50;14:55;0;125;12:59;14:48;0;109;13:11;15:32;0;141;13:21;14:29;0;68;13:26;15:45;0;139;1141;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 40;FUNDEPORTE - EDESA;16/5/2019;11:58;11:58;0;0;12:05;12:02;3;0;12:12;12:08;4;0;12:18;12:16;2;0;12:36;12:32;4;0;12:45;12:39;6;0;12:54;12:35;19;0;13:03;12:30;33;0;13:15;13:11;4;0;13:25;12:09;76;0;13:30;13:25;5;0;0;156;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 21;FUNDEPORTE - EDESA;16/5/2019;12:02;12:02;0;0;12:09;12:08;1;0;12:16;12:13;3;0;12:22;12:18;4;0;12:40;12:37;3;0;12:49;12:45;4;0;12:58;12:41;17;0;13:07;12:35;32;0;13:19;13:19;0;0;13:29;12:14;75;0;13:34;13:32;2;0;0;141;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 23;FUNDEPORTE - EDESA;16/5/2019;12:06;12:07;0;1;12:13;12:12;1;0;12:20;12:20;0;0;12:26;12:25;1;0;12:44;12:44;0;0;12:53;12:52;1;0;13:02;12:48;14;0;13:11;12:41;30;0;13:23;13:23;0;0;13:33;13:32;1;0;13:38;13:38;0;0;1;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 41;FUNDEPORTE - EDESA;16/5/2019;12:10;12:14;0;4;12:17;12:17;0;0;12:24;12:24;0;0;12:30;12:30;0;0;12:48;12:47;1;0;12:57;12:55;2;0;13:06;12:51;15;0;13:15;12:45;30;0;13:27;13:27;0;0;13:37;12:25;72;0;13:42;13:41;1;0;4;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 33;FUNDEPORTE - EDESA;16/5/2019;12:18;12:19;0;1;12:25;12:25;0;0;12:32;12:33;0;1;12:38;12:39;0;1;12:56;12:57;0;1;13:05;13:05;0;0;13:14;13:01;13;0;13:23;12:55;28;0;13:35;13:36;0;1;13:45;12:34;71;0;13:50;13:50;0;0;5;112;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 37;FUNDEPORTE - EDESA;16/5/2019;12:22;12:22;0;0;12:29;12:28;1;0;12:36;12:36;0;0;12:42;12:41;1;0;13:00;13:00;0;0;13:09;13:08;1;0;13:18;13:04;14;0;13:27;12:58;29;0;13:39;13:38;1;0;13:49;12:37;72;0;13:54;13:52;2;0;0;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 30;FUNDEPORTE - EDESA;16/5/2019;12:26;12:26;0;0;12:33;12:33;0;0;12:40;12:40;0;0;12:46;12:47;0;1;13:04;13:04;0;0;13:13;13:09;4;0;13:22;13:06;16;0;13:31;13:01;30;0;13:43;13:40;3;0;13:53;12:41;72;0;13:58;14:00;0;2;3;125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 18;FUNDEPORTE - EDESA;16/5/2019;12:30;12:30;0;0;12:37;12:36;1;0;12:44;12:44;0;0;12:50;12:50;0;0;13:08;13:08;0;0;13:17;13:17;0;0;13:26;13:13;13;0;13:35;13:06;29;0;13:47;13:46;1;0;13:57;13:55;2;0;14:02;14:02;0;0;0;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 31;FUNDEPORTE - EDESA;16/5/2019;12:34;12:34;0;0;12:41;12:40;1;0;12:48;12:47;1;0;12:54;12:53;1;0;13:12;13:11;1;0;13:21;13:19;2;0;13:30;13:14;16;0;13:39;13:09;30;0;13:51;13:49;2;0;14:01;13:58;3;0;14:06;14:06;0;0;0;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 12;FUNDEPORTE - EDESA;16/5/2019;12:42;12:42;0;0;12:49;12:49;0;0;12:56;12:55;1;0;13:02;13:02;0;0;13:20;13:20;0;0;13:29;13:27;2;0;13:38;13:23;15;0;13:47;13:17;30;0;13:59;13:56;3;0;14:09;14:06;3;0;14:14;14:12;2;0;0;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 27;FUNDEPORTE - EDESA;16/5/2019;12:46;12:46;0;0;12:53;12:53;0;0;13:00;13:01;0;1;13:06;13:07;0;1;13:24;13:24;0;0;13:33;13:31;2;0;13:42;13:28;14;0;13:51;13:22;29;0;14:03;14:03;0;0;14:13;13:02;71;0;14:18;14:17;1;0;2;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 26;FUNDEPORTE - EDESA;16/5/2019;12:50;12:50;0;0;12:57;12:57;0;0;13:04;13:05;0;1;13:10;13:11;0;1;13:28;13:26;2;0;13:37;13:32;5;0;13:46;13:29;17;0;13:55;13:24;31;0;14:07;14:06;1;0;14:17;13:06;71;0;14:22;14:18;4;0;2;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 17;FUNDEPORTE - EDESA;16/5/2019;12:55;12:56;0;1;13:02;13:02;0;0;13:09;13:10;0;1;13:15;13:17;0;2;13:33;13:33;0;0;13:42;13:40;2;0;13:51;13:36;15;0;14:00;13:31;29;0;14:12;14:13;0;1;14:22;14:20;2;0;14:27;14:25;2;0;5;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 20;FUNDEPORTE - EDESA;16/5/2019;13:00;13:00;0;0;13:07;13:06;1;0;13:14;13:14;0;0;13:20;13:19;1;0;13:38;13:37;1;0;13:47;13:46;1;0;13:56;13:42;14;0;14:05;13:35;30;0;14:17;14:17;0;0;14:27;13:15;72;0;14:32;14:29;3;0;0;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
