Dispositivo;Ruta;Fecha;0-FUNDEPORTE SALIDA_Hora planificada;0-FUNDEPORTE SALIDA_Hora real;0-FUNDEPORTE SALIDA_Minutos adelanto;0-FUNDEPORTE SALIDA_Minutos atraso;1-TORNO_Hora planificada;1-TORNO_Hora real;1-TORNO_Minutos adelanto;1-TORNO_Minutos atraso;2-PUENTE DE GUAJALO_Hora planificada;2-PUENTE DE GUAJALO_Hora real;2-PUENTE DE GUAJALO_Minutos adelanto;2-PUENTE DE GUAJALO_Minutos atraso;3-SAN MARTIN_Hora planificada;3-SAN MARTIN_Hora real;3-SAN MARTIN_Minutos adelanto;3-SAN MARTIN_Minutos atraso;4-AUTOPISTA RUMI헤HUI_Hora planificada;4-AUTOPISTA RUMI헤HUI_Hora real;4-AUTOPISTA RUMI헤HUI_Minutos adelanto;4-AUTOPISTA RUMI헤HUI_Minutos atraso;5-LA MARIN_Hora planificada;5-LA MARIN_Hora real;5-LA MARIN_Minutos adelanto;5-LA MARIN_Minutos atraso;6-TREBOL RETORNO_Hora planificada;6-TREBOL RETORNO_Hora real;6-TREBOL RETORNO_Minutos adelanto;6-TREBOL RETORNO_Minutos atraso;7-AUTOPISTA RETORNO_Hora planificada;7-AUTOPISTA RETORNO_Hora real;7-AUTOPISTA RETORNO_Minutos adelanto;7-AUTOPISTA RETORNO_Minutos atraso;8-ARGELIA RETORNO_Hora planificada;8-ARGELIA RETORNO_Hora real;8-ARGELIA RETORNO_Minutos adelanto;8-ARGELIA RETORNO_Minutos atraso;9-PGUAJALO RETORNO_Hora planificada;9-PGUAJALO RETORNO_Hora real;9-PGUAJALO RETORNO_Minutos adelanto;9-PGUAJALO RETORNO_Minutos atraso;10-CHFIN RETORNO_Hora planificada;10-CHFIN RETORNO_Hora real;10-CHFIN RETORNO_Minutos adelanto;10-CHFIN RETORNO_Minutos atraso;Total atrasos;Total adelantos;Multa calculada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 14;FUNDEPORTE - EDESA;16/5/2019;15:48;15:49;0;1;15:55;15:54;1;0;16:02;16:02;0;0;16:08;16:07;1;0;16:26;16:24;2;0;16:35;16:32;3;0;16:44;16:27;17;0;16:53;16:22;31;0;17:05;17:09;0;4;17:15;16:02;73;0;17:20;17:25;0;5;10;128;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 21;FUNDEPORTE - EDESA;16/5/2019;15:52;15:57;0;5;15:59;16:00;0;1;16:06;16:08;0;2;16:12;16:12;0;0;16:30;16:28;2;0;16:39;16:37;2;0;16:48;16:32;16;0;16:57;16:25;32;0;17:09;17:16;0;7;17:19;16:08;71;0;17:24;17:34;0;10;25;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 23;FUNDEPORTE - EDESA;16/5/2019;15:56;15:57;0;1;16:03;16:03;0;0;16:10;16:12;0;2;16:16;16:18;0;2;16:34;16:37;0;3;16:43;16:44;0;1;16:52;16:40;12;0;17:01;16:34;27;0;17:13;17:23;0;10;17:23;16:13;70;0;17:28;17:37;0;9;28;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 41;FUNDEPORTE - EDESA;16/5/2019;16:00;16:02;0;2;16:07;16:07;0;0;16:14;16:14;0;0;16:20;16:20;0;0;16:38;16:39;0;1;16:47;16:46;1;0;16:56;16:42;14;0;17:05;16:36;29;0;17:17;17:27;0;10;17:27;16:14;73;0;17:32;17:44;0;12;25;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 13;FUNDEPORTE - EDESA;16/5/2019;16:05;16:05;0;0;16:12;16:12;0;0;16:19;16:19;0;0;16:25;16:25;0;0;16:43;16:43;0;0;16:52;16:51;1;0;17:01;16:46;15;0;17:10;16:40;30;0;17:22;17:32;0;10;17:32;16:21;71;0;17:37;17:47;0;10;20;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 37;FUNDEPORTE - EDESA;16/5/2019;16:25;16:25;0;0;16:32;16:31;1;0;16:39;16:41;0;2;16:45;16:46;0;1;17:03;17:06;0;3;17:12;17:16;0;4;17:21;17:13;8;0;17:30;17:03;27;0;17:42;18:05;0;23;17:52;18:14;0;22;17:57;18:24;0;27;82;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 33;FUNDEPORTE - EDESA;16/5/2019;16:30;16:31;0;1;16:37;16:37;0;0;16:44;16:45;0;1;16:50;16:50;0;0;17:08;17:11;0;3;17:17;17:23;0;6;17:26;17:18;8;0;17:35;17:07;28;0;17:47;18:06;0;19;17:57;16:46;71;0;18:02;18:20;0;18;48;107;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 30;FUNDEPORTE - EDESA;16/5/2019;16:35;16:36;0;1;16:42;16:41;1;0;16:49;16:49;0;0;16:55;16:55;0;0;17:13;17:13;0;0;17:22;17:24;0;2;17:31;17:20;11;0;17:40;17:09;31;0;17:52;18:09;0;17;18:02;16:50;72;0;18:07;18:22;0;15;35;115;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 31;FUNDEPORTE - EDESA;16/5/2019;16:40;16:40;0;0;16:47;16:47;0;0;16:54;16:54;0;0;17:00;17:01;0;1;17:18;17:22;0;4;;;;;17:36;17:32;4;0;17:45;17:18;27;0;17:57;18:35;0;38;18:07;18:45;0;38;18:12;18:53;0;41;122;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 12;FUNDEPORTE - EDESA;16/5/2019;16:45;16:45;0;0;16:52;16:52;0;0;16:59;16:59;0;0;17:05;17:05;0;0;17:23;17:22;1;0;17:32;17:36;0;4;17:41;17:32;9;0;17:50;17:19;31;0;18:02;18:26;0;24;18:12;18:36;0;24;18:17;18:44;0;27;79;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 27;FUNDEPORTE - EDESA;16/5/2019;16:50;16:51;0;1;16:57;16:57;0;0;17:04;17:07;0;3;17:10;17:12;0;2;17:28;17:31;0;3;17:37;17:46;0;9;17:46;17:43;3;0;17:55;17:28;27;0;18:07;18:35;0;28;18:17;18:43;0;26;18:22;18:49;0;27;99;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 26;FUNDEPORTE - EDESA;16/5/2019;16:55;16:57;0;2;17:02;17:04;0;2;17:09;17:13;0;4;17:15;17:18;0;3;17:33;17:38;0;5;17:42;17:55;0;13;17:51;17:50;1;0;18:00;17:35;25;0;18:12;18:46;0;34;18:22;18:55;0;33;18:27;19:01;0;34;130;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 20;FUNDEPORTE - EDESA;16/5/2019;17:00;17:00;0;0;17:07;17:08;0;1;17:14;17:15;0;1;17:20;17:21;0;1;17:38;17:39;0;1;17:47;17:57;0;10;17:56;17:53;3;0;18:05;17:37;28;0;18:17;18:54;0;37;18:27;17:15;72;0;18:32;7:20;0;768;819;103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 17;FUNDEPORTE - EDESA;16/5/2019;17:06;17:06;0;0;17:13;17:12;1;0;17:20;17:19;1;0;17:26;17:25;1;0;17:44;17:44;0;0;17:53;17:59;0;6;18:02;17:56;6;0;18:11;17:40;31;0;18:23;19:03;0;40;18:33;17:20;73;0;18:38;19:19;0;41;87;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 19;FUNDEPORTE - EDESA;16/5/2019;17:10;17:11;0;1;17:17;17:17;0;0;17:24;17:26;0;2;17:30;17:31;0;1;17:48;17:49;0;1;17:57;18:07;0;10;18:06;18:02;4;0;18:15;17:47;28;0;18:27;19:00;0;33;18:37;17:26;71;0;18:42;19:16;0;34;82;103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 28;FUNDEPORTE - EDESA;16/5/2019;17:15;17:15;0;0;17:22;17:22;0;0;17:29;17:29;0;0;17:35;17:34;1;0;17:53;17:53;0;0;18:02;18:10;0;8;18:11;18:04;7;0;18:20;17:49;31;0;18:32;19:11;0;39;18:42;17:29;73;0;18:47;19:28;0;41;88;112;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 22;FUNDEPORTE - EDESA;16/5/2019;17:20;17:24;0;4;17:27;17:27;0;0;17:34;17:36;0;2;17:40;17:41;0;1;17:58;18:00;0;2;18:07;18:16;0;9;18:16;18:12;4;0;18:25;17:57;28;0;18:37;19:16;0;39;18:47;17:36;71;0;18:52;19:31;0;39;96;103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 25;FUNDEPORTE - EDESA;16/5/2019;17:25;17:29;0;4;17:32;17:32;0;0;17:39;17:39;0;0;17:45;17:45;0;0;18:03;18:04;0;1;18:12;18:19;0;7;18:21;18:14;7;0;18:30;18:00;30;0;18:42;19:20;0;38;18:52;17:40;72;0;18:57;19:37;0;40;90;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 15;FUNDEPORTE - EDESA;16/5/2019;17:30;17:34;0;4;17:37;17:37;0;0;17:44;17:46;0;2;17:50;17:52;0;2;18:08;18:11;0;3;18:17;18:29;0;12;18:26;18:21;5;0;18:35;18:08;27;0;18:47;19:24;0;37;18:57;17:47;70;0;19:02;19:39;0;37;97;102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 16;FUNDEPORTE - EDESA;16/5/2019;17:35;17:36;0;1;17:42;17:42;0;0;17:49;17:53;0;4;17:55;18:00;0;5;18:13;18:18;0;5;18:22;18:34;0;12;18:31;18:29;2;0;18:40;18:15;25;0;18:52;19:29;0;37;19:02;19:40;0;38;19:07;19:48;0;41;143;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 34;FUNDEPORTE - EDESA;16/5/2019;17:40;17:40;0;0;17:47;17:48;0;1;17:54;18:00;0;6;18:00;18:05;0;5;18:18;18:24;0;6;18:27;18:39;0;12;18:36;18:35;1;0;18:45;18:22;23;0;18:57;19:37;0;40;19:07;19:45;0;38;19:12;19:51;0;39;147;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 35;FUNDEPORTE - EDESA;16/5/2019;17:45;17:48;0;3;17:52;17:53;0;1;17:59;18:04;0;5;18:05;18:10;0;5;18:23;18:32;0;9;18:32;18:43;0;11;18:41;18:39;2;0;18:50;18:28;22;0;19:02;19:38;0;36;19:12;18:05;67;0;19:17;19:51;0;34;104;91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 40;FUNDEPORTE - EDESA;16/5/2019;17:50;17:50;0;0;17:57;17:58;0;1;18:04;18:05;0;1;18:10;18:10;0;0;18:28;18:23;5;0;18:37;18:35;2;0;18:46;18:31;15;0;18:55;18:21;34;0;19:07;19:35;0;28;19:17;19:44;0;27;19:22;19:51;0;29;86;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 36;FUNDEPORTE - EDESA;16/5/2019;17:55;17:55;0;0;18:02;18:01;1;0;18:09;18:11;0;2;18:15;18:18;0;3;18:33;18:37;0;4;18:42;18:48;0;6;18:51;18:44;7;0;19:00;18:34;26;0;19:12;19:50;0;38;19:22;20:00;0;38;19:27;20:06;0;39;130;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 38;FUNDEPORTE - EDESA;16/5/2019;18:00;18:05;0;5;18:07;18:07;0;0;18:14;18:17;0;3;18:20;18:23;0;3;18:38;18:43;0;5;18:47;18:54;0;7;18:56;18:50;6;0;19:05;18:41;24;0;19:17;19:55;0;38;19:27;20:04;0;37;19:32;20:11;0;39;137;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 14;FUNDEPORTE - EDESA;16/5/2019;18:05;18:05;0;0;18:12;18:12;0;0;18:19;18:20;0;1;18:25;18:25;0;0;18:43;18:48;0;5;18:52;18:57;0;5;19:01;18:53;8;0;19:10;18:44;26;0;19:22;20:01;0;39;19:32;18:20;72;0;19:37;20:17;0;40;90;106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 21;FUNDEPORTE - EDESA;16/5/2019;18:10;18:10;0;0;18:17;18:18;0;1;18:24;18:29;0;5;18:30;18:36;0;6;18:48;18:58;0;10;18:57;19:07;0;10;19:06;19:03;3;0;19:15;18:52;23;0;19:27;19:52;0;25;19:37;18:30;67;0;19:42;20:05;0;23;80;93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 13;FUNDEPORTE - EDESA;16/5/2019;18:15;18:15;0;0;18:22;18:23;0;1;18:29;18:33;0;4;18:35;18:42;0;7;18:53;19:03;0;10;19:02;19:13;0;11;19:11;19:09;2;0;19:20;19:00;20;0;19:32;4:25;0;533;19:42;18:35;67;0;19:47;4:32;0;525;1091;89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 41;FUNDEPORTE - EDESA;16/5/2019;18:20;18:20;0;0;18:27;18:27;0;0;18:34;18:37;0;3;18:40;18:43;0;3;18:58;19:05;0;7;19:07;19:14;0;7;19:16;19:10;6;0;19:25;19:02;23;0;19:37;20:14;0;37;19:47;18:37;70;0;19:52;20:27;0;35;92;99;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 23;FUNDEPORTE - EDESA;16/5/2019;18:25;18:25;0;0;18:32;18:31;1;0;18:39;18:44;0;5;18:45;18:51;0;6;19:03;19:08;0;5;19:12;19:16;0;4;19:21;19:12;9;0;19:30;19:05;25;0;19:42;20:03;0;21;19:52;20:11;0;19;19:57;20:21;0;24;84;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 18;FUNDEPORTE - EDESA;16/5/2019;18:30;18:33;0;3;18:37;18:38;0;1;18:44;18:47;0;3;18:50;18:55;0;5;19:08;19:16;0;8;19:17;19:23;0;6;19:26;19:48;0;22;19:35;19:12;23;0;19:47;20:23;0;36;19:57;20:32;0;35;20:02;20:38;0;36;155;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 29;FUNDEPORTE - EDESA;16/5/2019;18:35;18:35;0;0;18:42;18:44;0;2;18:49;18:54;0;5;18:55;19:00;0;5;19:13;19:21;0;8;19:22;19:29;0;7;19:31;19:24;7;0;19:40;19:17;23;0;19:52;20:14;0;22;20:02;20:21;0;19;20:07;20:27;0;20;88;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 30;FUNDEPORTE - EDESA;16/5/2019;18:45;18:47;0;2;18:52;18:55;0;3;18:59;19:04;0;5;19:05;19:10;0;5;19:23;19:28;0;5;19:32;19:36;0;4;19:41;19:32;9;0;19:50;19:25;25;0;20:02;20:29;0;27;20:12;19:04;68;0;20:17;20:39;0;22;73;102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 33;FUNDEPORTE - EDESA;16/5/2019;18:50;18:50;0;0;18:57;18:58;0;1;19:04;19:07;0;3;19:10;19:15;0;5;19:28;19:35;0;7;19:37;19:44;0;7;19:46;19:40;6;0;19:55;19:31;24;0;20:07;20:35;0;28;20:17;19:09;68;0;20:22;20:47;0;25;76;98;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 12;FUNDEPORTE - EDESA;16/5/2019;18:55;18:55;0;0;19:02;19:05;0;3;19:09;19:14;0;5;19:15;19:22;0;7;19:33;19:41;0;8;19:42;19:50;0;8;19:51;19:46;5;0;20:00;19:39;21;0;20:12;5:37;0;565;20:22;5:42;0;560;20:27;5:45;0;558;1714;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 26;FUNDEPORTE - EDESA;16/5/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20:46;21:09;0;23;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
